,City mpg,Classification,Driveline,Engine Type,Fuel Type,Height,Highway mpg,Horsepower,Hybrid,ID,Length,Make,Model Year,Number of Forward Gears,Torque,Transmission,Width,Year
3010,12,Automatic transmission,Rear-wheel drive,Mercury 4.6L 8 cylinder 224hp 275 ft-lbs FFV,E85,150,17,224,False,2011 Mercury Grand Marquis LS,8,Mercury,2011 Mercury Grand Marquis,4,275,4 Speed Automatic,196,2011
3011,12,Automatic transmission,Rear-wheel drive,Mercury 4.6L 8 cylinder 224hp 275 ft-lbs FFV,E85,150,17,224,False,2010 Mercury Grand Marquis LS,8,Mercury,2010 Mercury Grand Marquis,4,275,4 Speed Automatic,196,2011
3012,21,Automatic transmission,Front-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,Gasoline,191,28,171,False,2011 Mercury Mariner,98,Mercury,2011 Mercury Mariner,6,171,6 Speed Automatic,13,2011
3013,20,Automatic transmission,All-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,Gasoline,191,26,171,False,2011 Mercury Mariner AWD,98,Mercury,2011 Mercury Mariner,6,171,6 Speed Automatic,13,2011
3014,14,Automatic transmission,Front-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,E85,191,19,240,False,2011 Mercury Mariner FFV,98,Mercury,2011 Mercury Mariner,6,223,6 Speed Automatic,13,2011
3015,18,Automatic transmission,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,Gasoline,191,23,240,False,2011 Mercury Mariner FFV AWD,98,Mercury,2011 Mercury Mariner,6,223,6 Speed Automatic,13,2011
3016,21,Automatic transmission,Front-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,Gasoline,242,28,171,False,2011 Mercury Mariner Premier,105,Mercury,2011 Mercury Mariner,6,171,6 Speed Automatic,13,2011
3017,20,Automatic transmission,All-wheel drive,Mercury 2.5L 4 cylinder 171 hp 171 ft-lbs,Gasoline,242,26,171,False,2011 Mercury Mariner Premier AWD,105,Mercury,2011 Mercury Mariner,6,171,6 Speed Automatic,13,2011
3018,14,Automatic transmission,Front-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,E85,242,19,240,False,2011 Mercury Mariner Premier FFV,105,Mercury,2011 Mercury Mariner,6,223,6 Speed Automatic,13,2011
3019,13,Automatic transmission,All-wheel drive,Mercury 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,E85,242,17,240,False,2011 Mercury Mariner Premier FFV AWD,105,Mercury,2011 Mercury Mariner,6,223,6 Speed Automatic,13,2011
3020,17,Automatic transmission,Front-wheel drive,Chrysler 3.3L 6 cylinder 175hp 205 ft-lbs FFV,Gasoline,214,24,175,False,2010 Chrysler Town and Country LX Fleet,23,Chrysler,2010 Chrysler Town and Country,4,205,4 Speed Automatic,161,2010
3021,17,Automatic transmission,Front-wheel drive,Chrysler 4.0L 6 cylinder 251hp 259 ft-lbs,Gasoline,214,25,251,False,2010 Chrysler Town and Country Touring 4.0L,23,Chrysler,2010 Chrysler Town and Country,6,259,6 Speed Automatic,161,2010
3022,11,Manual transmission,Rear-wheel drive,BMW 5.0L 10 cylinder 500hp 383 ft-lbs,Gasoline,96,17,500,False,2010 BMW M6 Convertible MT,7,BMW,2010 BMW M6 Convertible,6,383,6 Speed Manual,62,2010
3023,11,Manual transmission,Rear-wheel drive,BMW 5.0L 10 cylinder 500hp 383 ft-lbs,Gasoline,91,17,500,False,2010 BMW M6 Coup MT,7,BMW,2010 BMW M6 Coup,6,383,6 Speed Manual,62,2010
3024,17,Automatic transmission,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,Gasoline,140,24,260,False,2010 BMW X3 xDrive30i SUV AT,217,BMW,2010 BMW X3,6,225,6 Speed Automatic Select Shift,62,2010
3025,17,Manual transmission,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,Gasoline,140,24,260,False,2010 BMW X3 xDrive30i SUV,217,BMW,2010 BMW X3,6,225,6 Speed Manual,62,2010
3026,25,Automatic transmission,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,Gasoline,190,35,178,False,2012 Toyota Camry L,197,Toyota,2012 Toyota Camry,6,170,6 Speed Automatic Select Shift,29,2012
3027,25,Automatic transmission,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,Gasoline,190,35,178,False,2012 Toyota Camry LE,197,Toyota,2012 Toyota Camry,6,170,6 Speed Automatic Select Shift,29,2012
3028,25,Automatic transmission,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,Gasoline,190,35,178,False,2012 Toyota Camry SE,197,Toyota,2012 Toyota Camry,6,170,6 Speed Automatic Select Shift,29,2012
3029,21,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,190,30,268,False,2012 Toyota Camry SE V6,197,Toyota,2012 Toyota Camry,6,248,6 Speed Automatic Select Shift,29,2012
3030,25,Automatic transmission,Front-wheel drive,Toyota 2.5L 4 Cylinder 178 hp 170 ft-lbs,Gasoline,190,35,178,False,2012 Toyota Camry XLE,197,Toyota,2012 Toyota Camry,6,170,6 Speed Automatic Select Shift,29,2012
3031,21,Automatic transmission,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,Gasoline,190,30,268,False,2012 Toyota Camry XLE V6,197,Toyota,2012 Toyota Camry,6,248,6 Speed Automatic Select Shift,29,2012
3032,19,Automatic transmission,All-wheel drive,BMW 3.0L 6 cylinder 240hp 221 ft-lbS,Gasoline,125,25,240,False,2011 BMW X3 xDrive28i SUV,40,BMW,2011 BMW X3,8,221,8 Speed Automatic Select Shift,90,2011
3033,19,Automatic transmission,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,Gasoline,125,26,300,False,2011 BMW X3 xDrive35i SUV,40,BMW,2011 BMW X3,8,300,8 Speed Automatic Select Shift,90,2011
3034,17,Automatic transmission,Rear-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,Gasoline,19,20,260,False,2012 Toyota FJ Cruiser,63,Toyota,2012 Toyota FJ Cruiser,5,271,5 Speed Automatic,113,2012
3035,15,Manual transmission,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,Gasoline,36,18,260,False,2012 Toyota FJ Cruiser  4x4,63,Toyota,2012 Toyota FJ Cruiser,6,271,6 Speed Manual,113,2012
3036,17,Automatic transmission,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,Gasoline,36,20,260,False,2012 Toyota FJ Cruiser  4x4 AT,63,Toyota,2012 Toyota FJ Cruiser,5,271,5 Speed Automatic,113,2012
3037,26,Manual transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Hatchback 1LS,198,Chevrolet,2012 Chevrolet Sonic Hatchback,5,125,5 Speed Manual,198,2012
3038,25,Automatic transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Hatchback 2LS,198,Chevrolet,2012 Chevrolet Sonic Hatchback,6,125,6 Speed Automatic,198,2012
3039,26,Manual transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Hatchback 1LT,198,Chevrolet,2012 Chevrolet Sonic Hatchback,5,125,5 Speed Manual,198,2012
3040,29,Manual transmission,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,Gasoline,236,40,138,False,2012 Chevrolet Sonic Hatchback 1LT Turbo,198,Chevrolet,2012 Chevrolet Sonic Hatchback,6,148,6 Speed Manual,198,2012
3041,25,Automatic transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Hatchback 2LT,198,Chevrolet,2012 Chevrolet Sonic Hatchback,6,125,6 Speed Automatic,198,2012
3042,26,Manual transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Hatchback 1LTZ,198,Chevrolet,2012 Chevrolet Sonic Hatchback,5,125,5 Speed Manual,198,2012
3043,29,Manual transmission,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,Gasoline,236,40,138,False,2012 Chevrolet Sonic Hatchback 1LTZ Turbo,198,Chevrolet,2012 Chevrolet Sonic Hatchback,6,148,6 Speed Manual,198,2012
3044,25,Automatic transmission,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,Gasoline,236,35,138,False,2012 Chevrolet Sonic Hatchback 2LTZ,198,Chevrolet,2012 Chevrolet Sonic Hatchback,6,125,6 Speed Automatic,198,2012
3045,15,Automatic transmission,All-wheel drive,BMW 3.0L 6 cylinder 260 hp 225 ft-lbs,Gasoline,229,21,260,False,2010 BMW X5 xDrive30i SUV,245,BMW,2010 BMW X5,6,225,6 Speed Automatic Select Shift,140,2010
3046,19,Automatic transmission,All-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,Diesel fuel,229,26,265,False,2010 BMW X5 xDrive35d SUV,245,BMW,2010 BMW X5,6,425,6 Speed Automatic Select Shift,140,2010
3047,14,Automatic transmission,All-wheel drive,BMW 4.8L 8 cylinder 350hp 350 ft-lbs,Gasoline,229,19,350,False,2010 BMW X5 xDrive48i SUV,245,BMW,2010 BMW X5,6,350,6 Speed Automatic Select Shift,140,2010
3048,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,Gasoline,158,21,320,False,2011 Chevrolet Suburban Half-Ton LS,16,Chevrolet,2011 Chevrolet Suburban Half-Ton,6,335,6 Speed Automatic Select Shift,217,2011
3049,11,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,E85,158,16,320,False,2011 Chevrolet Suburban Half-Ton LS 4WD,16,Chevrolet,2011 Chevrolet Suburban Half-Ton,6,335,6 Speed Automatic Select Shift,217,2011
3050,11,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,E85,158,16,320,False,2011 Chevrolet Suburban Half-Ton LT,16,Chevrolet,2011 Chevrolet Suburban Half-Ton,6,335,6 Speed Automatic Select Shift,217,2011
3051,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,Gasoline,158,21,320,False,2011 Chevrolet Suburban Half-Ton LT 4WD,16,Chevrolet,2011 Chevrolet Suburban Half-Ton,6,335,6 Speed Automatic Select Shift,217,2011
3052,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,Gasoline,158,21,320,False,2011 Chevrolet Suburban Half-Ton LTZ,16,Chevrolet,2011 Chevrolet Suburban Half-Ton,6,335,6 Speed Automatic Select Shift,217,2011
3053,15,Automatic transmission,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,Gasoline,158,21,320,False,2011 Chevrolet Suburban Half-Ton LTZ 4WD,16,Chevrolet,2011 Chevrolet Suburban Half-Ton,6,335,6 Speed Automatic Select Shift,217,2011
3054,19,Automatic transmission,All-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,Gasoline,239,26,265,False,2011 BMW X5 xDrive35d SUV,245,BMW,2011 BMW X5,6,425,6 Speed Automatic Select Shift,140,2011
3055,14,Automatic transmission,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,Gasoline,239,20,400,False,2011 BMW X5 xDrive50i SUV,245,BMW,2011 BMW X5,8,450,8 Speed Automatic Select Shift,140,2011
3056,16,Automatic transmission,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,Gasoline,239,23,300,False,2011 BMW X5 xDrive35i Premium SUV,245,BMW,2011 BMW X5,8,300,8 Speed Automatic Select Shift,140,2011
3057,16,Automatic transmission,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,Gasoline,239,23,300,False,2011 BMW X5 xDrive35i Sport Activity SUV,245,BMW,2011 BMW X5,8,300,8 Speed Automatic Select Shift,140,2011
3058,16,Automatic transmission,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,Gasoline,239,23,300,False,2011 BMW X5 xDrive35i SUV,245,BMW,2011 BMW X5,8,300,8 Speed Automatic Select Shift,140,2011
3059,10,Automatic transmission,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,Gasoline,158,16,352,False,2011 Chevrolet Suburban Three-Quarter-Ton LS,16,Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,6,382,6 Speed Automatic Select Shift,217,2011
3060,10,Automatic transmission,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,Gasoline,158,15,352,False,2011 Chevrolet Suburban Three-Quarter-Ton LS  4WD,16,Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,6,382,6 Speed Automatic Select Shift,217,2011
3061,10,Automatic transmission,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,Gasoline,158,16,352,False,2011 Chevrolet Suburban Three-Quarter-Ton LT,16,Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,6,382,6 Speed Automatic Select Shift,217,2011
3062,10,Automatic transmission,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 352 hp 382 ft-lbs,Gasoline,158,15,352,False,2011 Chevrolet Suburban Three-Quarter-Ton LT  4WD,16,Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,6,382,6 Speed Automatic Select Shift,217,2011
3063,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,Gasoline,158,21,320,False,2010 Chevrolet Suburban LS 1500,16,Chevrolet,2010 Chevrolet Suburban,6,335,6 Speed Automatic,217,2010
3064,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,Gasoline,158,21,320,False,2010 Chevrolet Suburban LT 1500,16,Chevrolet,2010 Chevrolet Suburban,6,335,6 Speed Automatic,217,2010
3065,15,Automatic transmission,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,Gasoline,158,21,320,False,2010 Chevrolet Suburban LTZ 1500,16,Chevrolet,2010 Chevrolet Suburban,6,335,6 Speed Automatic,217,2010
3066,18,Manual transmission,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,127,25,185,False,2010 GMC Canyon SLE 2WD,22,GMC,2010 GMC Canyon,5,190,5 Speed Manual,181,2010
3067,18,Automatic transmission,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,127,25,185,False,2010 GMC Canyon SLE 2WD AT,22,GMC,2010 GMC Canyon,4,190,4 Speed Automatic,181,2010
3068,18,Manual transmission,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,181,24,185,False,2010 GMC Canyon SLE 4WD,22,GMC,2010 GMC Canyon,5,190,5 Speed Manual,206,2010
3069,17,Automatic transmission,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,181,23,185,False,2010 GMC Canyon SLE 4WD AT,22,GMC,2010 GMC Canyon,4,190,4 Speed Automatic,206,2010
3070,17,Automatic transmission,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,127,23,242,False,2010 GMC Canyon SLE 2WD 3.7L,22,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,181,2010
3071,17,Automatic transmission,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,181,23,242,False,2010 GMC Canyon SLE 4WD 3.7L,22,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,206,2010
3072,18,Manual transmission,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,127,25,185,False,2010 GMC Canyon Extended Cab WT 2WD,140,GMC,2010 GMC Canyon,5,190,5 Speed Manual,181,2010
3073,18,Automatic transmission,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,127,25,185,False,2010 GMC Canyon Extended Cab WT 2WD AT,140,GMC,2010 GMC Canyon,4,190,4 Speed Automatic,181,2010
3074,18,Manual transmission,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,181,24,185,False,2010 GMC Canyon Extended Cab WT 4WD,140,GMC,2010 GMC Canyon,5,190,5 Speed Manual,206,2010
3075,17,Automatic transmission,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,181,23,185,False,2010 GMC Canyon Extended Cab WT 4WD AT,140,GMC,2010 GMC Canyon,4,190,4 Speed Automatic,206,2010
3076,17,Automatic transmission,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,127,23,242,False,2010 GMC Canyon Extended Cab WT 2WD 3.7L,140,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,181,2010
3077,17,Automatic transmission,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,181,23,242,False,2010 GMC Canyon Extended Cab WT 4WD 3.7L,140,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,206,2010
3078,20,Automatic transmission,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,195,26,170,False,2011 Subaru Impreza Hatchback Outback Sport AT,62,Subaru,2011 Subaru Impreza Hatchback,4,170,4 Speed Automatic Select Shift,203,2011
3079,20,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,195,27,170,False,2011 Subaru Impreza Hatchback Outback Sport,62,Subaru,2011 Subaru Impreza Hatchback,5,170,5 Speed Manual,203,2011
3080,17,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,Gasoline,195,23,305,False,2011 Subaru Impreza Hatchback WRX STI,62,Subaru,2011 Subaru Impreza WRX Hatchback,6,290,6 Speed Manual,3,2011
3081,20,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,195,27,170,False,2011 Subaru Impreza Hatchback 2.5i,62,Subaru,2011 Subaru Impreza Hatchback,5,170,5 Speed Manual,203,2011
3082,20,Automatic transmission,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,195,26,170,False,2011 Subaru Impreza Hatchback 2.5i AT,62,Subaru,2011 Subaru Impreza Hatchback,4,170,4 Speed Automatic Select Shift,203,2011
3083,19,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,Gasoline,195,25,265,False,2011 Subaru Impreza WRX Hatchback,62,Subaru,2011 Subaru Impreza WRX Hatchback,5,244,5 Speed Manual,3,2011
3084,18,Manual transmission,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,127,25,185,False,2010 GMC Canyon Extended Cab SLE 2WD,140,GMC,2010 GMC Canyon,5,190,5 Speed Manual,181,2010
3085,18,Automatic transmission,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,127,25,185,False,2010 GMC Canyon Extended Cab SLE 2WD AT,140,GMC,2010 GMC Canyon,4,190,4 Speed Automatic,181,2010
3086,18,Manual transmission,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,181,24,185,False,2010 GMC Canyon Extended Cab SLE 4WD,140,GMC,2010 GMC Canyon,5,190,5 Speed Manual,206,2010
3087,17,Automatic transmission,Four-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,181,23,185,False,2010 GMC Canyon Extended Cab SLE 4WD AT,140,GMC,2010 GMC Canyon,4,190,4 Speed Automatic,206,2010
3088,17,Automatic transmission,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,127,23,242,False,2010 GMC Canyon Extended Cab SLE 2WD 3.7L,140,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,181,2010
3089,15,Automatic transmission,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,Gasoline,127,20,300,False,2010 GMC Canyon Extended Cab SLE 2WD V8,140,GMC,2010 GMC Canyon,4,320,4 Speed Automatic,181,2010
3090,17,Automatic transmission,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,181,23,242,True,2010 GMC Canyon Extended Cab SLE 4WD  3.7L,140,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,206,2010
3091,14,Automatic transmission,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,Gasoline,181,19,300,False,2010 GMC Canyon Extended Cab SLE 4WD  V8,140,GMC,2010 GMC Canyon,4,320,4 Speed Automatic,206,2010
3092,19,Automatic transmission,All-wheel drive,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,Gasoline,195,24,224,False,2010 Subaru Impreza Hatchback 2.5GT,62,Subaru,2010 Subaru Impreza Hatchback,4,226,4 Speed Automatic Select Shift,203,2010
3093,20,Automatic transmission,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,200,26,170,False,2010 Subaru Impreza Hatchback Outback Sport AT,62,Subaru,2010 Subaru Impreza Hatchback,4,170,4 Speed Automatic Select Shift,203,2010
3094,17,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,Gasoline,195,23,305,False,2010 Subaru Impreza WRX STI Hatchback,62,Subaru,2010 Subaru Impreza WRX Hatchback,6,290,6 Speed Manual,3,2010
3095,20,Automatic transmission,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,195,26,170,False,2010 Subaru Impreza Hatchback 2.5i AT,62,Subaru,2010 Subaru Impreza Hatchback,4,170,4 Speed Automatic Select Shift,203,2010
3096,20,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,200,27,170,False,2010 Subaru Impreza Hatchback Outback Sport,62,Subaru,2010 Subaru Impreza Hatchback,5,170,5 Speed Manual,203,2010
3097,20,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,Gasoline,195,27,170,False,2010 Subaru Impreza Hatchback 2.5i,62,Subaru,2010 Subaru Impreza Hatchback,5,170,5 Speed Manual,203,2010
3098,17,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,Gasoline,195,23,305,False,2010 Subaru Impreza WRX STI Special Edition Hatchback,62,Subaru,2010 Subaru Impreza WRX Hatchback,6,290,6 Speed Manual,3,2010
3099,18,Manual transmission,All-wheel drive,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,Gasoline,195,25,265,False,2010 Subaru Impreza WRX Hatchback,62,Subaru,2010 Subaru Impreza WRX Hatchback,5,244,5 Speed Manual,203,2010
3100,17,Automatic transmission,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,127,23,242,False,2010 GMC Canyon Extended Cab SLT 2WD,140,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,181,2010
3101,17,Automatic transmission,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,181,23,242,False,2010 GMC Canyon Extended Cab SLT 4WD,140,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,206,2010
3102,15,Automatic transmission,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,Gasoline,127,20,300,False,2010 GMC Canyon Extended Cab SLT 2WD V8,140,GMC,2010 GMC Canyon,4,320,4 Speed Automatic,181,2010
3103,14,Automatic transmission,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,Gasoline,181,19,300,False,2010 GMC Canyon Extended Cab SLT 4WD V8,140,GMC,2010 GMC Canyon,4,320,4 Speed Automatic,206,2010
3104,18,Automatic transmission,Rear-wheel drive,GMC 2.9L 4 Cylinder 185 hp 190 ft-lbs,Gasoline,120,25,185,False,2010 GMC Canyon Crew Cab SLE 2WD,140,GMC,2010 GMC Canyon,4,190,4 Speed Automatic,181,2010
3105,17,Automatic transmission,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,120,23,242,False,2010 GMC Canyon Crew Cab SLE 2WD 3.7L,140,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,181,2010
3106,15,Automatic transmission,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,Gasoline,120,20,300,False,2010 GMC Canyon Crew Cab SLE 2WD V8,140,GMC,2010 GMC Canyon,4,320,4 Speed Automatic,181,2010
3107,16,Automatic transmission,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,188,21,242,False,2010 GMC Canyon Crew Cab SLE 4WD,140,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,206,2010
3108,14,Automatic transmission,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,Gasoline,188,19,300,False,2010 GMC Canyon Crew Cab SLE 4WD V8,140,GMC,2010 GMC Canyon,4,320,4 Speed Automatic,206,2010
3109,17,Automatic transmission,Rear-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,120,23,242,False,2010 GMC Canyon Crew Cab SLT 2WD,140,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,181,2010
3110,16,Automatic transmission,Four-wheel drive,GMC 3.7L 5 Cylinder 242 hp 242 ft-lbs,Gasoline,188,21,242,False,2010 GMC Canyon Crew Cab SLT 4WD,140,GMC,2010 GMC Canyon,4,242,4 Speed Automatic,206,2010
3111,15,Automatic transmission,Rear-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,Gasoline,120,20,300,False,2010 GMC Canyon Crew Cab SLT 2WD V8,140,GMC,2010 GMC Canyon,4,320,4 Speed Automatic,181,2010
3112,14,Automatic transmission,Four-wheel drive,GMC 5.3L 8 Cylinder 300 hp 320 ft-lbs,Gasoline,188,19,300,False,2010 GMC Canyon Crew Cab SLT 4WD V8,140,GMC,2010 GMC Canyon,4,320,4 Speed Automatic,206,2010
